director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
B.R. Chopra,Sunil Dutt,Raaj Kumar,Vimi,Musical/Suspense,hamraaz,B.R. Chopra Sunil Dutt Raaj Kumar Vimi Musical/Suspense hamraaz
Vijay Anand,Dev Anand,Vijayanthimala,abc,abc,jewel thief,Vijay Anand Dev Anand Vijayanthimala abc abc jewel thief
Kewal P. Kashrap,Jeetendra,Nanda,abc,Drama,parivaar,Kewal P. Kashrap Jeetendra Nanda abc Drama parivaar
Vijay Bhatt,Bina Rai,Kumar Sen,Badri Prasad,Religious,ram rajya,Vijay Bhatt Bina Rai Kumar Sen Badri Prasad Religious ram rajya
Manoj Kumar,Manoj Kumar,Asha Parekh,Prem Chopra,Social,upkar,Manoj Kumar Manoj Kumar Asha Parekh Prem Chopra Social upkar
Chetan Anand,Rajesh Khanna,Indrani Mukherjee,abc,Drama,aakhri khat,Chetan Anand Rajesh Khanna Indrani Mukherjee abc Drama aakhri khat
Satyen Bose,Mala Sinha,Biswajeet,abc,Drama,aasra,Satyen Bose Mala Sinha Biswajeet abc Drama aasra
J. Om Prakash,Dharmendra,Asha Parekh,Nazima,abc,aaye din bahar ke,J. Om Prakash Dharmendra Asha Parekh Nazima abc aaye din bahar ke
B. R. Chopra,Ashok Kumar,Padmini,Pradeep Kumar,crime drama,afsana,B. R. Chopra Ashok Kumar Padmini Pradeep Kumar crime drama afsana
Homi Wadia,Sanjeev Kumar,L. Vijaylakshmi,abc,Drama,alibaba aur 40 chor,Homi Wadia Sanjeev Kumar L. Vijaylakshmi abc Drama alibaba aur 40 chor
Lekh Tandon,Sunil Dutt,Vyjayanthimala,abc,Biopic,amrapali,Lekh Tandon Sunil Dutt Vyjayanthimala abc Biopic amrapali
Hrishikesh Mukherjee,Dharmendra,Sharmila Tagore,Shashikala,abc,anupama,Hrishikesh Mukherjee Dharmendra Sharmila Tagore Shashikala abc anupama
Shaheed Latif,Dharmendra,Mala Sinha,Tanuja,abc,baharen phir bhi aayengi,Shaheed Latif Dharmendra Mala Sinha Tanuja abc baharen phir bhi aayengi
Ram Kamlani,Shashi Kapoor,Faryal,Pran,abc,biradari,Ram Kamlani Shashi Kapoor Faryal Pran abc biradari
Manmohan Desai,Shammi Kapoor,Sadhana,abc,abc,budtameez,Manmohan Desai Shammi Kapoor Sadhana abc abc budtameez
L V Prasad,Ashok Kumar,Bina Rai,abc,abc,daadi maa,L V Prasad Ashok Kumar Bina Rai abc abc daadi maa
Mohan Sehgal,Dharmendra,Sharmila Tagore,Deven Verma,abc,devar,Mohan Sehgal Dharmendra Sharmila Tagore Deven Verma abc devar
Abdur Rashid Kardar,Dilip Kumar,Waheeda Rehman,abc,Drama,dil diya dard liya,Abdur Rashid Kardar Dilip Kumar Waheeda Rehman abc Drama dil diya dard liya
S. Bannerjee,Mala Sinha,Sanjay Khan,abc,Drama,dillagi,S. Bannerjee Mala Sinha Sanjay Khan abc Drama dillagi
Hrishikesh Mukherjee,Sunil Dutt,Sadhana,abc,Social,gaban,Hrishikesh Mukherjee Sunil Dutt Sadhana abc Social gaban
Naresh Kumar,Sanjeev Kumar,L. Vijayalakshmi,Indira Billi,abc,husn aur ishq,Naresh Kumar Sanjeev Kumar L. Vijayalakshmi Indira Billi abc husn aur ishq
I. S. Johar,Mumtaz Begum,Rajan Haksar,I. S. Johar,abc,johar in kashmir,I. S. Johar Mumtaz Begum Rajan Haksar I. S. Johar abc johar in kashmir
Som Kaskar,Kishore Kumar,Mumtaz,Bhagwan,abc,ladka ladki,Som Kaskar Kishore Kumar Mumtaz Bhagwan abc ladka ladki
V. Shantaram,Sandhya,Shalini Abhyankar,Vatsala Deshmukh,Social Drama,ladki sahyadri ki,V. Shantaram Sandhya Shalini Abhyankar Vatsala Deshmukh Social Drama ladki sahyadri ki
Asit Sen,Suchitra Sen,Ashok Kumar,Dharmendra,Drama,mamta,Asit Sen Suchitra Sen Ashok Kumar Dharmendra Drama mamta
Satyen Bose,Dev Kumar,Indrani Mukherjee,Mala Sinha,Drama,mere lal,Satyen Bose Dev Kumar Indrani Mukherjee Mala Sinha Drama mere lal
S. A. Akbar,Sanjeev Kumar,Nanda,Mumtaz,abc,pati patni,S. A. Akbar Sanjeev Kumar Nanda Mumtaz abc pati patni
M. C. Ananthraj,Meena Kumari,Balraj Sahni,Mehmood Ali,Drama,pinjre ke panchhi,M. C. Ananthraj Meena Kumari Balraj Sahni Mehmood Ali Drama pinjre ke panchhi
S. Bannerjee,Shammi Kapoor,B. Saroja Devi,Johnny Walker,Drama,preet na jane reet,S. Bannerjee Shammi Kapoor B. Saroja Devi Johnny Walker Drama preet na jane reet
Shankar Mukherjee,Dev Anand,Saira Banu,abc,Drama,pyar mohabbat,Shankar Mukherjee Dev Anand Saira Banu abc Drama pyar mohabbat
T. Prakash Rao,Rajendra Kumar,Vyjayanthimala,Ajit Khan,abc,suraj,T. Prakash Rao Rajendra Kumar Vyjayanthimala Ajit Khan abc suraj
Vijay Anand,Shammi Kapoor,Asha Parekh,Prem Nath,abc,teesri manzil,Vijay Anand Shammi Kapoor Asha Parekh Prem Nath abc teesri manzil
Phani Majumdar,Ashok Kumar,abc,abc,abc,toofan mein pyaar kahan,Phani Majumdar Ashok Kumar abc abc abc toofan mein pyaar kahan
Mohammed Hussain,Dara Singh,Mumtaz,Jeevan,Action Adventure,aandhi aur toofan,Mohammed Hussain Dara Singh Mumtaz Jeevan Action Adventure aandhi aur toofan
R. K. Nayyar,Joy Mukherjee,Saira Banu,Rajendra Nath,Romance Drama,aao pyaar karen,R. K. Nayyar Joy Mukherjee Saira Banu Rajendra Nath Romance Drama aao pyaar karen
Mohan Kumar,Dharmendra,Supriya Chowdhury,Shashikala,Romance Drama,aap ki parchhaiyan,Mohan Kumar Dharmendra Supriya Chowdhury Shashikala Romance Drama aap ki parchhaiyan
"Kedar Kapoor, Mohammed Hussain",Dara Singh,Nishi,Helen,Action,aaya toofan,"Kedar Kapoor, Mohammed Hussain Dara Singh Nishi Helen Action aaya toofan"
Ajit Chakraborty,Mala Sinha,Manoj Kumar,Shashikala,Romantic love triangle,apne huye paraye,Ajit Chakraborty Mala Sinha Manoj Kumar Shashikala Romantic love triangle apne huye paraye
Subodh Mukherjee,Biswajeet,Saira Banu,Nazima,Romance Musical,april fool,Subodh Mukherjee Biswajeet Saira Banu Nazima Romance Musical april fool
A. Shamsheer,Samar Roy,Indra Billi,Sherry,Costume Action,arab ka lal,A. Shamsheer Samar Roy Indra Billi Sherry Costume Action arab ka lal
Kedar Kapoor,Ajit,Ragini,Helen,Action,awara badal,Kedar Kapoor Ajit Ragini Helen Action awara badal
Mohan Kumar,Rajendra Kumar,Saira Banu,Dharmendra,Romantic Drama,ayee milan ki bela,Mohan Kumar Rajendra Kumar Saira Banu Dharmendra Romantic Drama ayee milan ki bela
Chandrakant,Dara Singh,Nishi,Tiwari,Costume Action,badshah,Chandrakant Dara Singh Nishi Tiwari Costume Action badshah
Ram Dayal,Pradeep Kumar,Leela Naidu,Mumtaz,Costume Action,baghi,Ram Dayal Pradeep Kumar Leela Naidu Mumtaz Costume Action baghi
Maruti Rao,Kishore Kumar,Kumkum,Madhumati,Action,baghi shahzada,Maruti Rao Kishore Kumar Kumkum Madhumati Action baghi shahzada
Bimal Roy,Ashok Kumar,Meena Kumari,Shashi Kapoor,Social Muslim Drama,benazir,Bimal Roy Ashok Kumar Meena Kumari Shashi Kapoor Social Muslim Drama benazir
T L V Prasad,Sunil Dutt,Saroja Devi,Jamuna,Family Drama,beti bete,T L V Prasad Sunil Dutt Saroja Devi Jamuna Family Drama beti bete
Dhirubhai Desai,Shahu Modak,Nirupa Roy,Babloo,Devotional,bhakta dhruvakumar,Dhirubhai Desai Shahu Modak Nirupa Roy Babloo Devotional bhakta dhruvakumar
Manu Desai,Sheikh Mukhtar,Vijaya Choudhary,Chandrashekhar,Action,birju ustad,Manu Desai Sheikh Mukhtar Vijaya Choudhary Chandrashekhar Action birju ustad
Ram Rasila,Azad,Neelam Kumari,Aruna Irani,Costume Action,captain azad,Ram Rasila Azad Neelam Kumari Aruna Irani Costume Action captain azad
Chandrashekhar,Om Prakash]],Bela Bose,Madan Puri,Musical Dance Drama,cha cha cha,Chandrashekhar Om Prakash]] Bela Bose Madan Puri Musical Dance Drama cha cha cha
B. J. Patel,Ranjan,Chitra,Bela Bose,Action,challenge,B. J. Patel Ranjan Chitra Bela Bose Action challenge
Dilip Bose,Bharat Bhushan,Nutan,Indrani Mukherjee,Romantic drama,chandi ki deewar,Dilip Bose Bharat Bhushan Nutan Indrani Mukherjee Romantic drama chandi ki deewar
Homi Wadia,Feroz Khan,Sayeeda Khan,Naaz,Fantasy,char dervesh,Homi Wadia Feroz Khan Sayeeda Khan Naaz Fantasy char dervesh
Kidar Sharma,Ashok Kumar,Meena Kumari,Pradeep Kumar,Historical romantic drama,chitralekha,Kidar Sharma Ashok Kumar Meena Kumari Pradeep Kumar Historical romantic drama chitralekha
Satyen Bose,Kishore Kumar,Nimmi,Agha,Comedy,daal me kala,Satyen Bose Kishore Kumar Nimmi Agha Comedy daal me kala
Kedar Kapoor,Dara Singh,Nishi,Jeevan,Action,dara singh,Kedar Kapoor Dara Singh Nishi Jeevan Action dara singh
Nitin Bose,Ashok Kumar,Bharat Bhushan,B. Saroja Devi,Drama,dooj ka chaand,Nitin Bose Ashok Kumar Bharat Bhushan B. Saroja Devi Drama dooj ka chaand
Kishore Kumar,Kishore Kumar,Supriya Chowdhury,Amit Kumar,Drama,door gagan ki chhaon mein,Kishore Kumar Kishore Kumar Supriya Chowdhury Amit Kumar Drama door gagan ki chhaon mein
Devendra Goel,Joy Mukherjee,Saira Banu,Johnny Walker,Romantic drama,door ki awaaz,Devendra Goel Joy Mukherjee Saira Banu Johnny Walker Romantic drama door ki awaaz
Satyen Bose,Sudhir Kumar,Sushil Kumar,Sanjay Khan,Social Drama,dosti,Satyen Bose Sudhir Kumar Sushil Kumar Sanjay Khan Social Drama dosti
Ravindra Dave,Raj Kapoor,Sadhana,K. N. Singh,Romantic drama,dulha dulhan,Ravindra Dave Raj Kapoor Sadhana K. N. Singh Romantic drama dulha dulhan
Jugal Kishore,P. Jairaj,Nishi,Jugal Kishore,Costume Action,ek din ka badshah,Jugal Kishore P. Jairaj Nishi Jugal Kishore Costume Action ek din ka badshah
Kidar Sharma,Ashok Sharma,Zeb Rehman,Nazima,Social Family Drama,fariyad,Kidar Sharma Ashok Sharma Zeb Rehman Nazima Social Family Drama fariyad
Ved Madan,Sunil Dutt,Meena Kumari,Rehman,Romantic Muslim social,gazal,Ved Madan Sunil Dutt Meena Kumari Rehman Romantic Muslim social gazal
Devi Sharma,Kishore Kumar,Dharmendra,Kumkum,Drama,ganga ki lahren,Devi Sharma Kishore Kumar Dharmendra Kumkum Drama ganga ki lahren
V. Shantaram,Jeetendra,Rajshree,Nana Palsikar,Romantic Drama,geet gaya patharon ne,V. Shantaram Jeetendra Rajshree Nana Palsikar Romantic Drama geet gaya patharon ne
K. A. Abbas,Dilip Raj,Surekha,Sonal Mehta,Children Adventure,hamara ghar,K. A. Abbas Dilip Raj Surekha Sonal Mehta Children Adventure hamara ghar
Jaswant Jhaveri,Nirupa Roy,P. Jairaj,Anita Guha,Legend Action,hameer hath,Jaswant Jhaveri Nirupa Roy P. Jairaj Anita Guha Legend Action hameer hath
Chetan Anand,Balraj Sahni,Dharmendra,abc,War,haqeeqat,Chetan Anand Balraj Sahni Dharmendra abc War haqeeqat
Shriram,Dara Singh,Nishi,Mumtaz,Action,hercules,Shriram Dara Singh Nishi Mumtaz Action hercules
K. Amarnath,Joy Mukherjee,Vyjayanthimala,Pran,Melodrama,ishaara,K. Amarnath Joy Mukherjee Vyjayanthimala Pran Melodrama ishaara
Vinod Kumar,Bharat Bhushan,Mala Sinha,Shashikala,Historical romantic-fiction drama,jahan ara,Vinod Kumar Bharat Bhushan Mala Sinha Shashikala Historical romantic-fiction drama jahan ara
Radhakant,Mahipal,Vijaya Choudhury,Ulhas,Fantasy,jantar mantar,Radhakant Mahipal Vijaya Choudhury Ulhas Fantasy jantar mantar
Bibhuti Mitra,Joy Mukherjee,Rajshree,Motilal,Romantic drama,ji chahta hai,Bibhuti Mitra Joy Mukherjee Rajshree Motilal Romantic drama ji chahta hai
Atma Ram,Biswajeet,Nanda,Rehman,Melodrama,kaise kahoon,Atma Ram Biswajeet Nanda Rehman Melodrama kaise kahoon
Shakti Samanta,Shammi Kapoor,Sharmila Tagore,Pran,Romantic Musical,kashmir ki kali,Shakti Samanta Shammi Kapoor Sharmila Tagore Pran Romantic Musical kashmir ki kali
Akkoo,P. Jairaj,Chitra,Tun Tun,Fantasy Horror,khufia mahal,Akkoo P. Jairaj Chitra Tun Tun Fantasy Horror khufia mahal
Biren Nag,Waheeda Rehman,Biswajeet,Lalita Pawar,"Thriller, Mystery",kohra,"Biren Nag Waheeda Rehman Biswajeet Lalita Pawar Thriller, Mystery kohra"
Ravindra Dave,Ameeta,Mumtaz Begum,Leela Chitnis,abc,punar milan,Ravindra Dave Ameeta Mumtaz Begum Leela Chitnis abc punar milan
K. Shankar,Shammi Kapoor,Sadhana,Rajendranath,Musical/Action,rajkumar,K. Shankar Shammi Kapoor Sadhana Rajendranath Musical/Action rajkumar
Nanabhai Bhatt,Dara Singh,Ameeta,Feroz Khan,abc,samson,Nanabhai Bhatt Dara Singh Ameeta Feroz Khan abc samson
Raj Kapoor,Raj Kapoor,Vyjayanthimala,Rajendra Kumar,Social,sangam,Raj Kapoor Raj Kapoor Vyjayanthimala Rajendra Kumar Social sangam
Shantilal Soni,Mahipal,Jeevan,abc,Religious,sati savitri,Shantilal Soni Mahipal Jeevan abc Religious sati savitri
Aspi Irani,Mehmood,Helen,abc,abc,shabnam,Aspi Irani Mehmood Helen abc abc shabnam
Nazir,Waheeda Rehman,abc,abc,abc,shagoon,Nazir Waheeda Rehman abc abc abc shagoon
Rajrishi,Dev Anand,Madhubala,Radhakrishan,Social Romance,sharabi,Rajrishi Dev Anand Madhubala Radhakrishan Social Romance sharabi
S. D. Narang,Biswajeet,Rajshree,Johnny Walker,Social Family Drama,shehnai,S. D. Narang Biswajeet Rajshree Johnny Walker Social Family Drama shehnai
Datta Dharamadhikari,Shahu Modak,Jayshree Gadkar,Chitra,Mythology,subhadra haran,Datta Dharamadhikari Shahu Modak Jayshree Gadkar Chitra Mythology subhadra haran
Ravindra Dave,Ruby Mayer,Shahu Modak,Durga Khote,abc,tere dwaar khada bhagwan,Ravindra Dave Ruby Mayer Shahu Modak Durga Khote abc tere dwaar khada bhagwan
Chandrakanth,Dara Singh,Mumtaz,abc,Epic,veer bhimsen,Chandrakanth Dara Singh Mumtaz abc Epic veer bhimsen
Raj Khosla,Manoj Kumar,Sadhana,"Prem Chopra,",Horror,woh kaun thi?,"Raj Khosla Manoj Kumar Sadhana Prem Chopra, Horror woh kaun thi?"
Vasant Joglekar,Sunil Dutt,Nanda,Ashok Kumar,Family Drama,aaj aur kal,Vasant Joglekar Sunil Dutt Nanda Ashok Kumar Family Drama aaj aur kal
Jay Bee,Balraj Sahni,Sadhana Roychowdhury,Lalita Pawar,Crime Drama,akela,Jay Bee Balraj Sahni Sadhana Roychowdhury Lalita Pawar Crime Drama akela
Nandlal Jashwantlal,Meena Kumari,Rajendra Kumar,Agha,Romance Drama,akeli mat jaiyo,Nandlal Jashwantlal Meena Kumari Rajendra Kumar Agha Romance Drama akeli mat jaiyo
Tara Harish,Dara Singh,Parveen Choudhary,Helen,Action,awara abdulla,Tara Harish Dara Singh Parveen Choudhary Helen Action awara abdulla
Nazar,Salim Khan,Menka Irani,Daisy Irani,Social Drama,bachpan,Nazar Salim Khan Menka Irani Daisy Irani Social Drama bachpan
T. Prakash Rao,Guru Dutt,Mala Sinha,Feroz Khan,Family Drama,bahurani,T. Prakash Rao Guru Dutt Mala Sinha Feroz Khan Family Drama bahurani
Ravindra Dave,Jagdeep,Azra,Ravikant,Drama Family Romance,band master,Ravindra Dave Jagdeep Azra Ravikant Drama Family Romance band master
Bimal Roy,Dharmendra,Nutan,Ashok Kumar,Drama,bandini,Bimal Roy Dharmendra Nutan Ashok Kumar Drama bandini
N. Rajesh,Mahipal,Helen,Kammo,Fantasy,been ka jadoo,N. Rajesh Mahipal Helen Kammo Fantasy been ka jadoo
Sadashiv Rao Kavi,Dharmendra,Supriya Chowdhury,Agha,Romance Drama,begaana,Sadashiv Rao Kavi Dharmendra Supriya Chowdhury Agha Romance Drama begaana
K. Shankar,Guru Dutt,Asha Parekh,Sudesh Kumar,Family Drama Romance,bharosa,K. Shankar Guru Dutt Asha Parekh Sudesh Kumar Family Drama Romance bharosa
Nanabhai Bhatt,Ranjan,Vijaya Chaudhary,Rajan Haksar,"Costume, Action",bhootnath,"Nanabhai Bhatt Ranjan Vijaya Chaudhary Rajan Haksar Costume, Action bhootnath"
Jyoti Swaroop,Biswajeet,Asha Parekh,Nishi,Thriller Drama,bin badal barsaat,Jyoti Swaroop Biswajeet Asha Parekh Nishi Thriller Drama bin badal barsaat
Manmohan Desai,Shammi Kapoor,Saira Banu,Pran,Romance Comedy Drama,bluff master,Manmohan Desai Shammi Kapoor Saira Banu Pran Romance Comedy Drama bluff master
Dharam Kumar,P. Jairaj,Helen,Maruti,Action,captain sheroo,Dharam Kumar P. Jairaj Helen Maruti Action captain sheroo
Jagdish Gautam,P. Jairaj,Nirupa Roy,Indira Billi,Historical Biopic,chandrasekhar azad,Jagdish Gautam P. Jairaj Nirupa Roy Indira Billi Historical Biopic chandrasekhar azad
Nanabhai Bhatt,Mahipal,Ragini,Tiwari,Fantasy,cobra girl,Nanabhai Bhatt Mahipal Ragini Tiwari Fantasy cobra girl
O. P. Dutta,Sohan Kapila,Shyama,Shashikala,Action Thriller,commercial pilot officer,O. P. Dutta Sohan Kapila Shyama Shashikala Action Thriller commercial pilot officer
B. R. Panthulu,Shivaji Ganesan,N T Rama Rao,Savitri,Mythology,daanveer karan,B. R. Panthulu Shivaji Ganesan N T Rama Rao Savitri Mythology daanveer karan
Harsukh Bhatt,Sulochana Chatterjee,Master Anwar,Maruti Rao,Children,deepak,Harsukh Bhatt Sulochana Chatterjee Master Anwar Maruti Rao Children deepak
Kalpataru,Bhagwan,Naaz,Subiraj,Romantic Drama,dekha pyar tumhara,Kalpataru Bhagwan Naaz Subiraj Romantic Drama dekha pyar tumhara
S. N. Tripathi,Mahipal,Anita Guha,Krishna Kumari,Fantasy,dev kanya,S. N. Tripathi Mahipal Anita Guha Krishna Kumari Fantasy dev kanya
C. V. Sridhar,Rajendra Kumar,Meena Kumari,Raaj Kumar,Romantic triangle,dil ek mandir,C. V. Sridhar Rajendra Kumar Meena Kumari Raaj Kumar Romantic triangle dil ek mandir
"C. L. Rawal, Pyare Lal Santoshi",Raj Kapoor,Nutan,Pran,Romance,dil hi to hai (1963 film),"C. L. Rawal, Pyare Lal Santoshi Raj Kapoor Nutan Pran Romance dil hi to hai (1963 film)"
R.C. Talwar,Raj Kapoor,Waheeda Rehman,Lalita Pawar,"Family, Romance Drama",ek dil sao afsane,"R.C. Talwar Raj Kapoor Waheeda Rehman Lalita Pawar Family, Romance Drama ek dil sao afsane"
Shakti Samanta,Kishore Kumar,Jamuna,Pran,Social Family Drama,ek raaz,Shakti Samanta Kishore Kumar Jamuna Pran Social Family Drama ek raaz
Harbans,Dara Singh,Nishi,Helen,Fantasy,ek tha alibaba,Harbans Dara Singh Nishi Helen Fantasy ek tha alibaba
Mohammed Hussain,Dara Singh,Mumtaz,Randhawa,Action,faulad,Mohammed Hussain Dara Singh Mumtaz Randhawa Action faulad
O. P. Ralhan,Mala Sinha,Rajendra Kumar,Usha Kiran,Romance Crime Drama,gehra daag,O. P. Ralhan Mala Sinha Rajendra Kumar Usha Kiran Romance Crime Drama gehra daag
Kishore Sahu,Manoj Kumar,Rajshree,Savitri,Family Drama,ghar basake dekho,Kishore Sahu Manoj Kumar Rajshree Savitri Family Drama ghar basake dekho
Trilok Jetley,Raaj Kumar,Kamini Kaushal,Manhar Desai,Family Drama,godaan,Trilok Jetley Raaj Kumar Kamini Kaushal Manhar Desai Family Drama godaan
Kishore Sahu,Ashok Kumar,Nirupa Roy,Manoj Kumar,Family Drama,grahasti,Kishore Sahu Ashok Kumar Nirupa Roy Manoj Kumar Family Drama grahasti
Jugal Kishore,P. Jairaj,Nishi,Sulochana Chatterjee,Family,gul-e-bakavali,Jugal Kishore P. Jairaj Nishi Sulochana Chatterjee Family gul-e-bakavali
B. R. Chopra,Sunil Dutt,Mala Sinha,Ashok Kumar,Romantic drama,gumrah,B. R. Chopra Sunil Dutt Mala Sinha Ashok Kumar Romantic drama gumrah
T. Prakash Rao,Rajendra Kumar,Jamuna,Shobha Khote,Romantic melodrama,hamrahi,T. Prakash Rao Rajendra Kumar Jamuna Shobha Khote Romantic melodrama hamrahi
B. K. Adarsh,Prithviraj Kapoor,Jaymala,Babloo,Mythology,harishchandra taramati,B. K. Adarsh Prithviraj Kapoor Jaymala Babloo Mythology harishchandra taramati
P. L. Santoshi,Shashi Kapoor,Vijaya Chaudhary,Shashikala,Romantic comedy,holiday in bombay,P. L. Santoshi Shashi Kapoor Vijaya Chaudhary Shashikala Romantic comedy holiday in bombay
James Ivory,Shashi Kapoor,Leela Naidu,Jennifer Kendall,Family Drama,the householder,James Ivory Shashi Kapoor Leela Naidu Jennifer Kendall Family Drama the householder
Kedar Kapoor,Pradeep Kumar,Geeta Bali,Agha,Romantic drama,jab se tumhe dekha hai,Kedar Kapoor Pradeep Kumar Geeta Bali Agha Romantic drama jab se tumhe dekha hai
S. Pal,Indira Bansal,Shyam Kumar,Swaroop,Action Adventure,jungle boy,S. Pal Indira Bansal Shyam Kumar Swaroop Action Adventure jungle boy
Vishwanath,Azad,Madhu,Heera Sawant,Action Adventure,junglee raja,Vishwanath Azad Madhu Heera Sawant Action Adventure junglee raja
K. Amarnath,Ajit,Helen,Jayant,Action,kabli khan,K. Amarnath Ajit Helen Jayant Action kabli khan
Kalpataru,Mehmood,Shakila,Om Prakash,Romance Drama,kahin pyaar na ho jaaye,Kalpataru Mehmood Shakila Om Prakash Romance Drama kahin pyaar na ho jaaye
A. Shamsheer,Azad,Indira Billi,Heera,Action,kala ghoda,A. Shamsheer Azad Indira Billi Heera Action kala ghoda
Mahmood,Hercules,Chandrakala,Habib,Fantasy,kala jadoo,Mahmood Hercules Chandrakala Habib Fantasy kala jadoo
Babubhai Mistri,Anita Guha,Mahipal,Krishna Kumari,Devotional,kan kan men bhagwan,Babubhai Mistri Anita Guha Mahipal Krishna Kumari Devotional kan kan men bhagwan
Niranjan,Waheeda Rehman,Vijay Kumar,Nirupa Roy,Family Drama,kaun apna kaun paraya,Niranjan Waheeda Rehman Vijay Kumar Nirupa Roy Family Drama kaun apna kaun paraya
Chetan Anand,Dev Anand,Meena Kumari,Chetan Anand,Romance Drama,kinare kinare,Chetan Anand Dev Anand Meena Kumari Chetan Anand Romance Drama kinare kinare
Kundan Kumar,Ashim Kumar,Kumkum,Helen,abc,laagi nahi chhute ram,Kundan Kumar Ashim Kumar Kumkum Helen abc laagi nahi chhute ram
Chandrakant,Mahipal,Helen,Indira Billi,Fantasy,maya mahal,Chandrakant Mahipal Helen Indira Billi Fantasy maya mahal
Arvind Sen,Pradeep Kumar,Jayshree Gadkar,Sumitra Devi,Romance Crime Drama,mere arman mere sapne,Arvind Sen Pradeep Kumar Jayshree Gadkar Sumitra Devi Romance Crime Drama mere arman mere sapne
H. S. Rawail,Rajendra Kumar,Sadhana,Ashok Kumar,Classic Muslim social,mere mehboob,H. S. Rawail Rajendra Kumar Sadhana Ashok Kumar Classic Muslim social mere mehboob
R. K. Rakhan,Ashok Kumar,Asha Parekh,Pradeep Kumar,Romance Drama,meri surat teri ankhen,R. K. Rakhan Ashok Kumar Asha Parekh Pradeep Kumar Romance Drama meri surat teri ankhen
Moni Bhattacharya,Sunil Dutt,Waheeda Rehman,Nirupa Roy,Dacoit Drama,mujhe jeene do,Moni Bhattacharya Sunil Dutt Waheeda Rehman Nirupa Roy Dacoit Drama mujhe jeene do
N. A. Ansari,Pradeep Kumar,Shakila,Helen,Crime Drama,mulzim,N. A. Ansari Pradeep Kumar Shakila Helen Crime Drama mulzim
Narendra Dave,Sudesh Kumar,Ameeta,Lalita Pawar,Family Drama,mummy daddy,Narendra Dave Sudesh Kumar Ameeta Lalita Pawar Family Drama mummy daddy
Shantilal Soni,Mahipal,Vijaya Chaudhary,Sunder,Fantasy,naag mohini,Shantilal Soni Mahipal Vijaya Chaudhary Sunder Fantasy naag mohini
Nitin Bose,Sunil Dutt,Nanda,Zeb Rehman,Social Drama,nartakee,Nitin Bose Sunil Dutt Nanda Zeb Rehman Social Drama nartakee
Babubhai Mistri,Mahipal,Ragini,Helen,Fantasy,parasmani,Babubhai Mistri Mahipal Ragini Helen Fantasy parasmani
Nasir Hussain,Asha Parekh,Joy Mukherjee,Pran,Romance,phir wohi dil laya hoon,Nasir Hussain Asha Parekh Joy Mukherjee Pran Romance phir wohi dil laya hoon
B. S. Ranga,Shammi Kapoor,B Saroja Devi,Prithviraj Kapoor,Romantic Family Drama,pyaar kiya to darna kya,B. S. Ranga Shammi Kapoor B Saroja Devi Prithviraj Kapoor Romantic Family Drama pyaar kiya to darna kya
Naresh Saigal,Raaj Kumar,Nishi,Naaz,Family Drama,pyar ka bandhan,Naresh Saigal Raaj Kumar Nishi Naaz Family Drama pyar ka bandhan
Radhakant,Jagdeep,Vijaya Chaudhary,Jeevan,Drama,raaja,Radhakant Jagdeep Vijaya Chaudhary Jeevan Drama raaja
B. J. Patel,Rajan,Shakila Bano Bhopali,Polson,Fantasy Sci-Fi,rocket tarzan,B. J. Patel Rajan Shakila Bano Bhopali Polson Fantasy Sci-Fi rocket tarzan
Vishram Bedekar,Prithviraj Kapoor,Suraiya,Premnath,Costume Action Legend,rustam sohrab,Vishram Bedekar Prithviraj Kapoor Suraiya Premnath Costume Action Legend rustam sohrab
